measurement_id,observation_id,value,trait_id,standard_id,method_id
35683,10316,"G-BN-Sunny Isles-A-6",6,26,7
35684,10316,2019-02-06,15,15,11
35685,10316,8.2,10,48,5
35686,10317,"G-BN-Sunny Isles-A-6",6,26,7
35687,10317,2019-05-15,15,15,11
35688,10317,33,10,48,5
35689,10317,12,11,14,13
35690,10318,"G-KB-Sunny Isles-A-3",6,26,7
35691,10318,2018-11-06,15,15,11
35692,10318,7.1,10,48,5
35693,10319,"G-KB-Sunny Isles-A-3",6,26,7
35694,10319,2019-02-06,15,15,11
35695,10319,15.1,10,48,5
35696,10320,"G-KB-Sunny Isles-A-3",6,26,7
35697,10320,2019-05-15,15,15,11
35698,10320,43,10,48,5
35699,10320,11,11,14,13
35700,10321,"G-KB-Sunny Isles-A-5",6,26,7
35701,10321,2018-11-06,15,15,11
35702,10321,8.6,10,48,5
35703,10322,"G-KB-Sunny Isles-A-5",6,26,7
35704,10322,2019-02-06,15,15,11
35705,10322,17.6,10,48,5
35706,10323,"G-KB-Sunny Isles-A-5",6,26,7
35707,10323,2019-05-15,15,15,11
35708,10323,50,10,48,5
35709,10323,12,11,14,13
35710,10324,"G-BN-Sunny Isles-B-1",6,26,7
35711,10324,2018-11-14,15,15,11
35712,10324,7.1,10,48,5
35713,10325,"G-BN-Sunny Isles-B-1",6,26,7
35714,10325,2019-02-06,15,15,11
35715,10325,7.3,10,48,5
35716,10326,"G-BN-Sunny Isles-B-1",6,26,7
35717,10326,2019-05-15,15,15,11
35718,10326,13,10,48,5
35719,10326,5,11,14,13
35720,10327,"G-BN-Sunny Isles-B-2",6,26,7
35721,10327,2018-11-14,15,15,11
35722,10327,8.3,10,48,5
35723,10328,"G-BN-Sunny Isles-B-2",6,26,7
35724,10328,2019-02-06,15,15,11
35725,10328,13.2,10,48,5
35726,10329,"G-BN-Sunny Isles-B-2",6,26,7
35727,10329,2019-05-15,15,15,11
35728,10329,46,10,48,5
35729,10329,22,11,14,13
35730,10330,"G-BN-Sunny Isles-B-3",6,26,7
35731,10330,2018-11-14,15,15,11
35732,10330,7.6,10,48,5
35733,10331,"G-BN-Sunny Isles-B-3",6,26,7
35734,10331,2019-02-06,15,15,11
35735,10331,13.5,10,48,5
35736,10332,"G-BN-Sunny Isles-B-3",6,26,7
35737,10332,2019-05-15,15,15,11
35738,10332,34,10,48,5
35739,10332,16,11,14,13
35740,10333,"G-BN-Sunny Isles-B-4",6,26,7
35741,10333,2018-11-14,15,15,11
35742,10333,8.2,10,48,5
35743,10334,"G-BN-Sunny Isles-B-4",6,26,7
35744,10334,2019-02-06,15,15,11
35745,10334,10.4,10,48,5
35746,10335,"G-BN-Sunny Isles-B-4",6,26,7
35747,10335,2019-05-15,15,15,11
35748,10335,26,10,48,5
35749,10335,12,11,14,13
35750,10336,"G-BN-Sunny Isles-B-5",6,26,7
35751,10336,2018-11-14,15,15,11
35752,10336,9.9,10,48,5
35753,10337,"G-BN-Sunny Isles-B-5",6,26,7
35754,10337,2019-02-06,15,15,11
35755,10337,12.6,10,48,5
35756,10338,"G-BN-Sunny Isles-B-5",6,26,7
35757,10338,2019-05-15,15,15,11
35758,10338,39,10,48,5
35759,10338,21,11,14,13
35760,10339,"G-BN-Sunny Isles-B-6",6,26,7
35761,10339,2018-11-14,15,15,11
35762,10339,10,10,48,5
35763,10340,"G-BN-Sunny Isles-B-6",6,26,7
35764,10340,2019-02-06,15,15,11
35765,10340,15.7,10,48,5
35766,10341,"G-BN-Sunny Isles-B-6",6,26,7
35767,10341,2019-05-15,15,15,11
35768,10341,49,10,48,5
35769,10341,15,11,14,13
35770,10342,"G-KB-Sunny Isles-B-1",6,26,7
35771,10342,2018-11-06,15,15,11
35772,10342,8.6,10,48,5
35773,10343,"G-KB-Sunny Isles-B-1",6,26,7
35774,10343,2019-02-06,15,15,11
35775,10343,11.4,10,48,5
35776,10344,"G-KB-Sunny Isles-B-1",6,26,7
35777,10344,2019-05-15,15,15,11
35778,10344,28,10,48,5
35779,10344,12,11,14,13
35780,10345,"G-KB-Sunny Isles-B-2",6,26,7
35781,10345,2018-11-06,15,15,11
35782,10345,10.4,10,48,5
35783,10346,"G-KB-Sunny Isles-B-2",6,26,7
35784,10346,2019-02-06,15,15,11
35785,10346,18.8,10,48,5
35786,10347,"G-KB-Sunny Isles-B-2",6,26,7
35787,10347,2019-05-15,15,15,11
35788,10347,40,10,48,5
35789,10347,16,11,14,13
35790,10348,"G-KB-Sunny Isles-B-3",6,26,7
35791,10348,2018-11-06,15,15,11
35792,10348,8.7,10,48,5
35793,10349,"G-KB-Sunny Isles-B-3",6,26,7
35794,10349,2019-02-06,15,15,11
35795,10349,14.9,10,48,5
35796,10350,"G-KB-Sunny Isles-B-3",6,26,7
35797,10350,2019-05-15,15,15,11
35798,10350,38,10,48,5
35799,10350,15,11,14,13
35800,10351,"G-KB-Sunny Isles-B-4",6,26,7
35801,10351,2018-11-06,15,15,11
35802,10351,8.6,10,48,5
35803,10352,"G-KB-Sunny Isles-B-4",6,26,7
35804,10352,2019-02-06,15,15,11
35805,10352,11.8,10,48,5
35806,10353,"G-KB-Sunny Isles-B-4",6,26,7
35807,10353,2019-05-15,15,15,11
35808,10353,29,10,48,5
35809,10353,11,11,14,13
35810,10354,"G-KB-Sunny Isles-B-5",6,26,7
35811,10354,2018-11-06,15,15,11
35812,10354,7.2,10,48,5
35813,10355,"G-KB-Sunny Isles-B-5",6,26,7
35814,10355,2019-02-06,15,15,11
35815,10355,10,10,48,5
35816,10356,"G-KB-Sunny Isles-B-5",6,26,7
35817,10356,2019-05-15,15,15,11
35818,10356,25,10,48,5
35819,10356,9,11,14,13
35820,10357,"G-KB-Sunny Isles-B-6",6,26,7
35821,10357,2018-11-06,15,15,11
35822,10357,9.1,10,48,5
35823,10358,"G-KB-Sunny Isles-B-6",6,26,7
35824,10358,2019-02-06,15,15,11
35825,10358,17.4,10,48,5
35826,10359,"G-KB-Sunny Isles-B-6",6,26,7
35827,10359,2019-05-15,15,15,11
35828,10359,40,10,48,5
35829,10359,13,11,14,13
35830,10360,"G-BN-Sunny Isles-C-1",6,26,7
35831,10360,2018-11-14,15,15,11
35832,10360,7.4,10,48,5
35833,10361,"G-BN-Sunny Isles-C-1",6,26,7
35834,10361,2019-02-06,15,15,11
35835,10361,8.7,10,48,5
35836,10362,"G-BN-Sunny Isles-C-1",6,26,7
35837,10362,2019-05-15,15,15,11
35838,10362,23,10,48,5
35839,10362,10,11,14,13
35840,10363,"G-BN-Sunny Isles-C-2",6,26,7
35841,10363,2018-11-14,15,15,11
35842,10363,7,10,48,5
35843,10364,"G-BN-Sunny Isles-C-2",6,26,7
35844,10364,2019-02-06,15,15,11
35845,10364,9.2,10,48,5
35846,10365,"G-BN-Sunny Isles-C-2",6,26,7
35847,10365,2019-05-15,15,15,11
35848,10365,40,10,48,5
35849,10365,17,11,14,13
35850,10366,"G-BN-Sunny Isles-C-3",6,26,7
35851,10366,2018-11-14,15,15,11
35852,10366,8.3,10,48,5
35853,10367,"G-BN-Sunny Isles-C-3",6,26,7
35854,10367,2019-02-06,15,15,11
35855,10367,12,10,48,5
35856,10368,"G-BN-Sunny Isles-C-3",6,26,7
35857,10368,2019-05-15,15,15,11
35858,10368,42,10,48,5
35859,10368,15,11,14,13
35860,10369,"G-BN-Sunny Isles-C-4",6,26,7
35861,10369,2018-11-14,15,15,11
35862,10369,8.7,10,48,5
35863,10370,"G-BN-Sunny Isles-C-4",6,26,7
35864,10370,2019-02-06,15,15,11
35865,10370,13.8,10,48,5
35866,10371,"G-BN-Sunny Isles-C-4",6,26,7
35867,10371,2019-05-15,15,15,11
35868,10371,37,10,48,5
35869,10371,14,11,14,13
35870,10372,"G-BN-Sunny Isles-C-5",6,26,7
35871,10372,2018-11-14,15,15,11
35872,10372,7,10,48,5
35873,10373,"G-BN-Sunny Isles-C-5",6,26,7
35874,10373,2019-02-06,15,15,11
35875,10373,10.4,10,48,5
35876,10374,"G-BN-Sunny Isles-C-5",6,26,7
35877,10374,2019-05-15,15,15,11
35878,10374,25,10,48,5
35879,10374,12,11,14,13
35880,10375,"G-BN-Sunny Isles-C-6",6,26,7
35881,10375,2018-11-14,15,15,11
35882,10375,7.5,10,48,5
35883,10376,"G-BN-Sunny Isles-C-6",6,26,7
35884,10376,2019-02-06,15,15,11
35885,10376,10.6,10,48,5
35886,10377,"G-BN-Sunny Isles-C-6",6,26,7
35887,10377,2019-05-15,15,15,11
35888,10377,50,10,48,5
35889,10377,16,11,14,13
35890,10378,"G-KB-Sunny Isles-C-1",6,26,7
35891,10378,2018-11-06,15,15,11
35892,10378,7.5,10,48,5
35893,10379,"G-KB-Sunny Isles-C-1",6,26,7
35894,10379,2019-02-06,15,15,11
35895,10379,8.6,10,48,5
35896,10380,"G-KB-Sunny Isles-C-1",6,26,7
35897,10380,2019-05-15,15,15,11
35898,10380,15,10,48,5
35899,10380,2,11,14,13
35900,10381,"G-KB-Sunny Isles-C-2",6,26,7
35901,10381,2018-11-06,15,15,11
35902,10381,8,10,48,5
35903,10382,"G-KB-Sunny Isles-C-2",6,26,7
35904,10382,2019-02-06,15,15,11
35905,10382,17.1,10,48,5
35906,10383,"G-KB-Sunny Isles-C-2",6,26,7
35907,10383,2019-05-15,15,15,11
35908,10383,42,10,48,5
35909,10383,12,11,14,13
35910,10384,"G-KB-Sunny Isles-C-3",6,26,7
35911,10384,2018-11-06,15,15,11
35912,10384,7.8,10,48,5
35913,10385,"G-KB-Sunny Isles-C-3",6,26,7
35914,10385,2019-02-06,15,15,11
35915,10385,17.5,10,48,5
35916,10386,"G-KB-Sunny Isles-C-3",6,26,7
35917,10386,2019-05-15,15,15,11
35918,10386,38,10,48,5
35919,10386,13,11,14,13
35920,10387,"G-KB-Sunny Isles-C-4",6,26,7
35921,10387,2018-11-06,15,15,11
35922,10387,7.3,10,48,5
35923,10388,"G-KB-Sunny Isles-C-4",6,26,7
35924,10388,2019-02-06,15,15,11
35925,10388,16.5,10,48,5
35926,10389,"G-KB-Sunny Isles-C-4",6,26,7
35927,10389,2019-05-15,15,15,11
35928,10389,27,10,48,5
35929,10389,8,11,14,13
35930,10390,"G-KB-Sunny Isles-C-5",6,26,7
35931,10390,2018-11-06,15,15,11
35932,10390,8.2,10,48,5
35933,10391,"G-KB-Sunny Isles-C-5",6,26,7
35934,10391,2019-02-06,15,15,11
35935,10391,13,10,48,5
35936,10392,"G-KB-Sunny Isles-C-5",6,26,7
35937,10392,2019-05-15,15,15,11
35938,10392,24,10,48,5
35939,10392,9,11,14,13
35940,10393,"G-KB-Sunny Isles-C-6",6,26,7
35941,10393,2018-11-06,15,15,11
35942,10393,8.2,10,48,5
35943,10394,"G-KB-Sunny Isles-C-6",6,26,7
35944,10394,2019-02-06,15,15,11
35945,10394,16.3,10,48,5
35946,10395,"G-KB-Sunny Isles-C-6",6,26,7
35947,10395,2019-05-15,15,15,11
35948,10395,51,10,48,5
35949,10395,14,11,14,13
35950,10396,"G-BN-Sunny Isles-D-1",6,26,7
35951,10396,2018-11-14,15,15,11
35952,10396,9.8,10,48,5
35953,10397,"G-BN-Sunny Isles-D-1",6,26,7
35954,10397,2019-02-06,15,15,11
35955,10397,10.8,10,48,5
35956,10398,"G-BN-Sunny Isles-D-1",6,26,7
35957,10398,2019-05-15,15,15,11
35958,10398,17,10,48,5
35959,10398,5,11,14,13
35960,10399,"G-BN-Sunny Isles-D-2",6,26,7
35961,10399,2018-11-14,15,15,11
35962,10399,7.7,10,48,5
35963,10400,"G-BN-Sunny Isles-D-2",6,26,7
35964,10400,2019-02-06,15,15,11
35965,10400,12.9,10,48,5
35966,10401,"G-BN-Sunny Isles-D-2",6,26,7
35967,10401,2019-05-15,15,15,11
35968,10401,54,10,48,5
35969,10401,17,11,14,13
35970,10402,"G-BN-Sunny Isles-D-3",6,26,7
35971,10402,2018-11-14,15,15,11
35972,10402,8.6,10,48,5
35973,10403,"G-BN-Sunny Isles-D-3",6,26,7
35974,10403,2019-02-06,15,15,11
35975,10403,11.4,10,48,5
35976,10404,"G-BN-Sunny Isles-D-3",6,26,7
35977,10404,2019-05-15,15,15,11
35978,10404,31,10,48,5
35979,10404,10,11,14,13
35980,10405,"G-BN-Sunny Isles-D-4",6,26,7
35981,10405,2018-11-14,15,15,11
35982,10405,9,10,48,5
35983,10406,"G-BN-Sunny Isles-D-4",6,26,7
35984,10406,2019-02-06,15,15,11
35985,10406,13.1,10,48,5
35986,10407,"G-BN-Sunny Isles-D-4",6,26,7
35987,10407,2019-05-15,15,15,11
35988,10407,37,10,48,5
35989,10407,17,11,14,13
35990,10408,"G-BN-Sunny Isles-D-5",6,26,7
35991,10408,2018-11-14,15,15,11
35992,10408,8.9,10,48,5
35993,10409,"G-BN-Sunny Isles-D-5",6,26,7
35994,10409,2019-02-06,15,15,11
35995,10409,12,10,48,5
35996,10410,"G-BN-Sunny Isles-D-5",6,26,7
35997,10410,2019-05-15,15,15,11
35998,10410,28,10,48,5
35999,10410,10,11,14,13
36000,10411,"G-BN-Sunny Isles-D-6",6,26,7
36001,10411,2018-11-14,15,15,11
36002,10411,8.8,10,48,5
36003,10412,"G-BN-Sunny Isles-D-6",6,26,7
36004,10412,2019-02-06,15,15,11
36005,10412,14.6,10,48,5
36006,10413,"G-BN-Sunny Isles-D-6",6,26,7
36007,10413,2019-05-15,15,15,11
36008,10413,39,10,48,5
36009,10413,17,11,14,13
36010,10414,"G-KB-Sunny Isles-D-1",6,26,7
36011,10414,2018-11-06,15,15,11
36012,10414,11,10,48,5
36013,10415,"G-KB-Sunny Isles-D-1",6,26,7
36014,10415,2019-02-06,15,15,11
36015,10415,15.4,10,48,5
36016,10416,"G-KB-Sunny Isles-D-1",6,26,7
36017,10416,2019-05-15,15,15,11
36018,10416,18,10,48,5
36019,10416,14,11,14,13
36020,10417,"G-KB-Sunny Isles-D-2",6,26,7
36021,10417,2018-11-06,15,15,11
36022,10417,9.4,10,48,5
36023,10418,"G-KB-Sunny Isles-D-2",6,26,7
36024,10418,2019-02-06,15,15,11
36025,10418,13.3,10,48,5
36026,10419,"G-KB-Sunny Isles-D-2",6,26,7
36027,10419,2019-05-15,15,15,11
36028,10419,28,10,48,5
36029,10419,9,11,14,13
36030,10420,"G-KB-Sunny Isles-D-3",6,26,7
36031,10420,2018-11-06,15,15,11
36032,10420,9.2,10,48,5
36033,10421,"G-KB-Sunny Isles-D-3",6,26,7
36034,10421,2019-02-06,15,15,11
36035,10421,11.9,10,48,5
36036,10422,"G-KB-Sunny Isles-D-3",6,26,7
36037,10422,2019-05-15,15,15,11
36038,10422,35,10,48,5
36039,10422,12,11,14,13
36040,10423,"G-KB-Sunny Isles-D-4",6,26,7
36041,10423,2018-11-06,15,15,11
36042,10423,9.1,10,48,5
36043,10424,"G-KB-Sunny Isles-D-4",6,26,7
36044,10424,2019-02-06,15,15,11
36045,10424,11.6,10,48,5
36046,10425,"G-KB-Sunny Isles-D-4",6,26,7
36047,10425,2019-05-15,15,15,11
36048,10425,34,10,48,5
36049,10425,14,11,14,13
36050,10426,"G-KB-Sunny Isles-D-5",6,26,7
36051,10426,2018-11-06,15,15,11
36052,10426,10.5,10,48,5
36053,10427,"G-KB-Sunny Isles-D-5",6,26,7
36054,10427,2019-02-06,15,15,11
36055,10427,17.4,10,48,5
36056,10428,"G-KB-Sunny Isles-D-5",6,26,7
36057,10428,2019-05-15,15,15,11
36058,10428,46,10,48,5
36059,10428,17,11,14,13
36060,10429,"G-KB-Sunny Isles-D-6",6,26,7
36061,10429,2018-11-06,15,15,11
36062,10429,9.2,10,48,5
36063,10430,"G-KB-Sunny Isles-D-6",6,26,7
36064,10430,2019-02-06,15,15,11
36065,10430,13.5,10,48,5
36066,10431,"G-KB-Sunny Isles-D-6",6,26,7
36067,10431,2019-05-15,15,15,11
36068,10431,44,10,48,5
36069,10431,13,11,14,13
36070,10432,G-BN-TT-1,6,26,7
36071,10432,2018-11-14,15,15,11
36072,10432,9.6,10,48,5
36073,10433,G-BN-TT-1,6,26,7
36074,10433,2019-02-06,15,15,11
36075,10433,11.1,10,48,5
36076,10434,G-BN-TT-1,6,26,7
36077,10434,2019-05-15,15,15,11
36078,10434,13,10,48,5
36079,10434,3,11,14,13
36080,10435,G-BN-TT-2,6,26,7
36081,10435,2018-11-14,15,15,11
36082,10435,6.8,10,48,5
36083,10436,G-BN-TT-2,6,26,7
36084,10436,2019-02-06,15,15,11
36085,10436,9.9,10,48,5
36086,10437,G-BN-TT-2,6,26,7
36087,10437,2019-05-15,15,15,11
36088,10437,31,10,48,5
36089,10437,13,11,14,13
36090,10438,G-BN-TT-3,6,26,7
36091,10438,2018-11-14,15,15,11
36092,10438,7.7,10,48,5
36093,10439,G-BN-TT-3,6,26,7
36094,10439,2019-02-06,15,15,11
36095,10439,11,10,48,5
36096,10440,G-BN-TT-3,6,26,7
36097,10440,2019-05-15,15,15,11
36098,10440,27,10,48,5
36099,10440,9,11,14,13
36100,10441,G-BN-TT-4,6,26,7
36101,10441,2018-11-14,15,15,11
36102,10441,8.3,10,48,5
36103,10442,G-BN-TT-4,6,26,7
36104,10442,2019-02-06,15,15,11
36105,10442,11,10,48,5
36106,10443,G-BN-TT-4,6,26,7
36107,10443,2019-05-15,15,15,11
36108,10443,27,10,48,5
36109,10443,8,11,14,13
36110,10444,G-BN-TT-5,6,26,7
36111,10444,2018-11-14,15,15,11
36112,10444,9.4,10,48,5
36113,10445,G-BN-TT-5,6,26,7
36114,10445,2019-02-06,15,15,11
36115,10445,13.3,10,48,5
36116,10446,G-BN-TT-5,6,26,7
36117,10446,2019-05-15,15,15,11
36118,10446,32,10,48,5
36119,10446,14,11,14,13
36120,10447,G-BN-TT-6,6,26,7
36121,10447,2018-11-14,15,15,11
36122,10447,8.8,10,48,5
36123,10448,G-BN-TT-6,6,26,7
36124,10448,2019-02-06,15,15,11
36125,10448,11.9,10,48,5
36126,10449,G-BN-TT-6,6,26,7
36127,10449,2019-05-15,15,15,11
36128,10449,42,10,48,5
36129,10449,17,11,14,13
36130,10450,G-KB-TT-1,6,26,7
36131,10450,2018-11-06,15,15,11
36132,10450,6.7,10,48,5
36133,10451,G-KB-TT-1,6,26,7
36134,10451,2019-02-06,15,15,11
36135,10451,8,10,48,5
36136,10452,G-KB-TT-1,6,26,7
36137,10452,2019-05-15,15,15,11
36138,10452,19,10,48,5
36139,10452,4,11,14,13
36140,10453,G-KB-TT-2,6,26,7
36141,10453,2018-11-06,15,15,11
36142,10453,9,10,48,5
36143,10454,G-KB-TT-2,6,26,7
36144,10454,2019-02-06,15,15,11
36145,10454,12.8,10,48,5
36146,10455,G-KB-TT-2,6,26,7
36147,10455,2019-05-15,15,15,11
36148,10455,36,10,48,5
36149,10455,9,11,14,13
36150,10456,G-KB-TT-4,6,26,7
36151,10456,2018-11-06,15,15,11
36152,10456,8.9,10,48,5
36153,10457,G-KB-TT-4,6,26,7
36154,10457,2019-02-06,15,15,11
36155,10457,12.2,10,48,5
36156,10458,G-KB-TT-4,6,26,7
36157,10458,2019-05-15,15,15,11
36158,10458,25,10,48,5
36159,10458,6,11,14,13
36160,10459,G-KB-TT-5,6,26,7
36161,10459,2018-11-06,15,15,11
36162,10459,8.1,10,48,5
36163,10460,G-KB-TT-5,6,26,7
36164,10460,2019-02-06,15,15,11
36165,10460,12.1,10,48,5
36166,10461,G-KB-TT-5,6,26,7
36167,10461,2019-05-15,15,15,11
36168,10461,16,10,48,5
36169,10461,5,11,14,13
36170,10462,G-KB-TT-6,6,26,7
36171,10462,2018-11-06,15,15,11
36172,10462,9.1,10,48,5
36173,10463,G-KB-TT-6,6,26,7
36174,10463,2019-02-06,15,15,11
36175,10463,15.8,10,48,5
36176,10464,G-KB-TT-6,6,26,7
36177,10464,2019-05-15,15,15,11
36178,10464,22,10,48,5
36179,10464,9,11,14,13
36180,10465,"G-BN-Tuna Jelly-1-1",6,26,7
36181,10465,2018-12-04,15,15,11
36182,10465,7.2,10,48,5
36183,10466,"G-BN-Tuna Jelly-1-1",6,26,7
36184,10466,2019-02-06,15,15,11
36185,10466,7.8,10,48,5
36186,10467,"G-BN-Tuna Jelly-1-1",6,26,7
36187,10467,2019-05-15,15,15,11
36188,10467,16,10,48,5
36189,10467,5,11,14,13
36190,10468,"G-BN-Tuna Jelly-1-2",6,26,7
36191,10468,2018-12-04,15,15,11
36192,10468,5.7,10,48,5
36193,10469,"G-BN-Tuna Jelly-1-2",6,26,7
36194,10469,2019-02-06,15,15,11
36195,10469,6.6,10,48,5
36196,10470,"G-BN-Tuna Jelly-1-2",6,26,7
36197,10470,2019-05-15,15,15,11
36198,10470,23,10,48,5
36199,10470,8,11,14,13
36200,10471,"G-BN-Tuna Jelly-1-3",6,26,7
36201,10471,2018-12-04,15,15,11
36202,10471,8,10,48,5
36203,10472,"G-BN-Tuna Jelly-1-3",6,26,7
36204,10472,2019-02-06,15,15,11
36205,10472,8.6,10,48,5
36206,10473,"G-BN-Tuna Jelly-1-3",6,26,7
36207,10473,2019-05-15,15,15,11
36208,10473,22,10,48,5
36209,10473,10,11,14,13
36210,10474,"G-BN-Tuna Jelly-1-4",6,26,7
36211,10474,2018-12-04,15,15,11
36212,10474,7.5,10,48,5
36213,10475,"G-BN-Tuna Jelly-1-4",6,26,7
36214,10475,2019-02-06,15,15,11
36215,10475,8.3,10,48,5
36216,10476,"G-BN-Tuna Jelly-1-4",6,26,7
36217,10476,2019-05-15,15,15,11
36218,10476,22,10,48,5
36219,10476,10,11,14,13
36220,10477,"G-BN-Tuna Jelly-1-5",6,26,7
36221,10477,2018-12-04,15,15,11
36222,10477,6.5,10,48,5
36223,10478,"G-BN-Tuna Jelly-1-5",6,26,7
36224,10478,2019-02-06,15,15,11
36225,10478,7,10,48,5
36226,10479,"G-BN-Tuna Jelly-1-5",6,26,7
36227,10479,2019-05-15,15,15,11
36228,10479,19,10,48,5
36229,10479,8,11,14,13
36230,10480,"G-BN-Tuna Jelly-1-6",6,26,7
36231,10480,2018-12-04,15,15,11
36232,10480,7,10,48,5
36233,10481,"G-BN-Tuna Jelly-1-6",6,26,7
36234,10481,2019-02-06,15,15,11
36235,10481,7.1,10,48,5
36236,10482,"G-BN-Tuna Jelly-1-6",6,26,7
36237,10482,2019-05-15,15,15,11
36238,10482,20,10,48,5
36239,10482,8,11,14,13
36240,10483,"G-KB-Tuna Jelly-1-2",6,26,7
36241,10483,2018-12-04,15,15,11
36242,10483,7.2,10,48,5
36243,10484,"G-KB-Tuna Jelly-1-2",6,26,7
36244,10484,2019-02-06,15,15,11
36245,10484,8.9,10,48,5
36246,10485,"G-KB-Tuna Jelly-1-2",6,26,7
36247,10485,2019-05-15,15,15,11
36248,10485,24,10,48,5
36249,10485,8,11,14,13
36250,10486,"G-KB-Tuna Jelly-1-3",6,26,7
36251,10486,2018-12-04,15,15,11
36252,10486,5.6,10,48,5
36253,10487,"G-KB-Tuna Jelly-1-3",6,26,7
36254,10487,2019-02-06,15,15,11
36255,10487,7.4,10,48,5
36256,10488,"G-KB-Tuna Jelly-1-3",6,26,7
36257,10488,2019-05-15,15,15,11
36258,10488,22,10,48,5
36259,10488,8,11,14,13
36260,10489,"G-KB-Tuna Jelly-1-4",6,26,7
36261,10489,2018-12-04,15,15,11
36262,10489,6,10,48,5
36263,10490,"G-KB-Tuna Jelly-1-4",6,26,7
36264,10490,2019-02-06,15,15,11
36265,10490,7.2,10,48,5
36266,10491,"G-KB-Tuna Jelly-1-4",6,26,7
36267,10491,2019-05-15,15,15,11
36268,10491,14,10,48,5
36269,10491,5,11,14,13
36270,10492,"G-KB-Tuna Jelly-1-5",6,26,7
36271,10492,2018-12-04,15,15,11
36272,10492,7.7,10,48,5
36273,10493,"G-KB-Tuna Jelly-1-5",6,26,7
36274,10493,2019-02-06,15,15,11
36275,10493,9.3,10,48,5
36276,10494,"G-KB-Tuna Jelly-1-5",6,26,7
36277,10494,2019-05-15,15,15,11
36278,10494,27,10,48,5
36279,10494,8,11,14,13
36280,10495,"G-KB-Tuna Jelly-1-6",6,26,7
36281,10495,2018-12-04,15,15,11
36282,10495,6.5,10,48,5
36283,10496,"G-KB-Tuna Jelly-1-6",6,26,7
36284,10496,2019-02-06,15,15,11
36285,10496,8.9,10,48,5
36286,10497,"G-KB-Tuna Jelly-1-6",6,26,7
36287,10497,2019-05-15,15,15,11
36288,10497,28,10,48,5
36289,10497,9,11,14,13
36290,10498,"G-BN-Tuna Jelly-2-2",6,26,7
36291,10498,2018-12-04,15,15,11
36292,10498,7.7,10,48,5
36293,10499,"G-BN-Tuna Jelly-2-2",6,26,7
36294,10499,2019-02-06,15,15,11
36295,10499,7.3,10,48,5
36296,10500,"G-BN-Tuna Jelly-2-2",6,26,7
36297,10500,2019-05-15,15,15,11
36298,10500,30,10,48,5
36299,10500,9,11,14,13
36300,10501,"G-BN-Tuna Jelly-2-3",6,26,7
36301,10501,2018-12-04,15,15,11
36302,10501,7.2,10,48,5
36303,10502,"G-BN-Tuna Jelly-2-3",6,26,7
36304,10502,2019-02-06,15,15,11
36305,10502,8.1,10,48,5
36306,10503,"G-BN-Tuna Jelly-2-3",6,26,7
36307,10503,2019-05-15,15,15,11
36308,10503,30,10,48,5
36309,10503,12,11,14,13
36310,10504,"G-BN-Tuna Jelly-2-4",6,26,7
36311,10504,2018-12-04,15,15,11
36312,10504,5.5,10,48,5
36313,10505,"G-BN-Tuna Jelly-2-4",6,26,7
36314,10505,2019-02-06,15,15,11
36315,10505,8.7,10,48,5
36316,10506,"G-BN-Tuna Jelly-2-4",6,26,7
36317,10506,2019-05-15,15,15,11
36318,10506,24,10,48,5
36319,10506,10,11,14,13
36320,10507,"G-BN-Tuna Jelly-2-5",6,26,7
36321,10507,2018-12-04,15,15,11
36322,10507,6.2,10,48,5
36323,10508,"G-BN-Tuna Jelly-2-5",6,26,7
36324,10508,2019-02-06,15,15,11
36325,10508,7.7,10,48,5
36326,10509,"G-BN-Tuna Jelly-2-5",6,26,7
36327,10509,2019-05-15,15,15,11
36328,10509,27,10,48,5
36329,10509,9,11,14,13
36330,10510,"G-KB-Tuna Jelly-2-1",6,26,7
36331,10510,2018-12-04,15,15,11
36332,10510,5.8,10,48,5
36333,10511,"G-KB-Tuna Jelly-2-1",6,26,7
36334,10511,2019-02-06,15,15,11
36335,10511,7,10,48,5
36336,10512,"G-KB-Tuna Jelly-2-1",6,26,7
36337,10512,2019-05-15,15,15,11
36338,10512,14,10,48,5
36339,10512,5,11,14,13
36340,10513,"G-KB-Tuna Jelly-2-2",6,26,7
36341,10513,2018-12-04,15,15,11
36342,10513,7.6,10,48,5
36343,10514,"G-KB-Tuna Jelly-2-2",6,26,7
36344,10514,2019-02-06,15,15,11
36345,10514,8.7,10,48,5
36346,10515,"G-KB-Tuna Jelly-2-2",6,26,7
36347,10515,2019-05-15,15,15,11
36348,10515,25,10,48,5
36349,10515,8,11,14,13
36350,10516,"G-KB-Tuna Jelly-2-3",6,26,7
36351,10516,2018-12-04,15,15,11
36352,10516,6.7,10,48,5
36353,10517,"G-KB-Tuna Jelly-2-3",6,26,7
36354,10517,2019-02-06,15,15,11
36355,10517,6.5,10,48,5
36356,10518,"G-KB-Tuna Jelly-2-3",6,26,7
36357,10518,2019-05-15,15,15,11
36358,10518,8,10,48,5
36359,10518,2,11,14,13
36360,10519,"G-KB-Tuna Jelly-2-4",6,26,7
36361,10519,2018-12-04,15,15,11
36362,10519,7.6,10,48,5
36363,10520,"G-KB-Tuna Jelly-2-4",6,26,7
36364,10520,2019-02-06,15,15,11
36365,10520,9.3,10,48,5
36366,10521,"G-KB-Tuna Jelly-2-4",6,26,7
36367,10521,2019-05-15,15,15,11
36368,10521,24,10,48,5
36369,10521,6,11,14,13
